cog_id,root,clade_name,string_id
NOG21561,20,Actinopterygii,ENSP00000265016
NOG00180,20,Actinopterygii,ENSP00000484715
NOG03800,21,Tunicata,ENSP00000064724
NOG07478,21,Tunicata,ENSP00000348521
NOG07478,21,Tunicata,ENSP00000372295
NOG07478,21,Tunicata,ENSP00000463752
NOG07478,21,Tunicata,ENSP00000484552
NOG03763,21,Tunicata,ENSP00000296387
NOG03763,21,Tunicata,ENSP00000378577
NOG03763,21,Tunicata,ENSP00000385477
NOG09907,21,Tunicata,ENSP00000233809
NOG259335,21,Tunicata,ENSP00000270233
NOG06205,21,Tunicata,ENSP00000482304
NOG01502,21,Tunicata,ENSP00000274000
NOG17118,21,Tunicata,ENSP00000249014
NOG04884,21,Tunicata,ENSP00000379438
NOG08226,21,Tunicata,ENSP00000320794
NOG09962,21,Tunicata,ENSP00000264025
NOG258523,21,Tunicata,ENSP00000298743
NOG10066,22,Cephalochordata,ENSP00000370698
NOG14821,22,Cephalochordata,ENSP00000385451
NOG03212,22,Cephalochordata,ENSP00000352420
NOG15339,22,Cephalochordata,ENSP00000419124
NOG06845,22,Cephalochordata,ENSP00000005260
NOG06845,22,Cephalochordata,ENSP00000316338
NOG05020,22,Cephalochordata,ENSP00000268638
NOG258688,22,Cephalochordata,ENSP00000340864
NOG11949,22,Cephalochordata,ENSP00000360472
NOG08140,22,Cephalochordata,ENSP00000478570
NOG00253,22,Cephalochordata,ENSP00000366058
NOG03235,22,Cephalochordata,ENSP00000278927
NOG03235,22,Cephalochordata,ENSP00000284878
NOG13312,22,Cephalochordata,ENSP00000356791
NOG07232,22,Cephalochordata,ENSP00000402584
NOG03534,23,Ambulacraria,ENSP00000353850
NOG10822,23,Ambulacraria,ENSP00000414303
NOG06579,23,Ambulacraria,ENSP00000265371
NOG04410,23,Ambulacraria,ENSP00000377895
NOG12100,23,Ambulacraria,ENSP00000303398
NOG09784,23,Ambulacraria,ENSP00000212355
NOG00756,23,Ambulacraria,ENSP00000241261
NOG00756,23,Ambulacraria,ENSP00000381775
NOG00756,23,Ambulacraria,ENSP00000469049
NOG246177,23,Ambulacraria,ENSP00000317891
NOG232978,23,Ambulacraria,ENSP00000286760
NOG04090,23,Ambulacraria,ENSP00000301945
NOG19818,23,Ambulacraria,ENSP00000255688
NOG00382,23,Ambulacraria,ENSP00000346839
NOG08024,23,Ambulacraria,ENSP00000338171
NOG255743,23,Ambulacraria,ENSP00000370981
NOG04095,23,Ambulacraria,ENSP00000389814
NOG05445,23,Ambulacraria,ENSP00000300404
NOG257948,23,Ambulacraria,ENSP00000359385
NOG04735,23,Ambulacraria,ENSP00000482228
NOG257892,23,Ambulacraria,ENSP00000482957
COG4409,23,Ambulacraria,ENSP00000364782
NOG01637,23,Ambulacraria,ENSP00000384262
KOG4807,24,Ecdysozoa,ENSP00000384312
KOG3545,24,Ecdysozoa,ENSP00000037502
KOG3545,24,Ecdysozoa,ENSP00000219022
KOG4788,24,Ecdysozoa,ENSP00000310880
KOG4788,24,Ecdysozoa,ENSP00000375649
KOG3858,24,Ecdysozoa,ENSP00000245323
KOG3858,24,Ecdysozoa,ENSP00000328777
KOG3858,24,Ecdysozoa,ENSP00000357392
NOG02485,24,Ecdysozoa,ENSP00000262120
KOG2579,24,Ecdysozoa,ENSP00000306099
KOG2579,24,Ecdysozoa,ENSP00000306361
KOG2579,24,Ecdysozoa,ENSP00000336829
KOG2579,24,Ecdysozoa,ENSP00000360170
KOG2579,24,Ecdysozoa,ENSP00000366015
KOG2579,24,Ecdysozoa,ENSP00000378957
KOG2579,24,Ecdysozoa,ENSP00000381133
KOG2579,24,Ecdysozoa,ENSP00000407685
NOG06801,24,Ecdysozoa,ENSP00000339191
NOG20771,24,Ecdysozoa,ENSP00000364595
NOG245026,24,Ecdysozoa,ENSP00000478319
NOG236072,24,Ecdysozoa,ENSP00000405405
KOG2692,24,Ecdysozoa,ENSP00000225276
KOG2692,24,Ecdysozoa,ENSP00000436047
NOG06917,24,Ecdysozoa,ENSP00000304895
KOG4242,24,Ecdysozoa,ENSP00000331983
KOG4242,24,Ecdysozoa,ENSP00000334958
KOG4217,25,Spiralia,ENSP00000482027
KOG4800,25,Spiralia,ENSP00000316861
KOG0487,25,Spiralia,ENSP00000283921
NOG239366,25,Spiralia,ENSP00000367227
NOG239425,25,Spiralia,ENSP00000259526
NOG239425,25,Spiralia,ENSP00000398736
NOG02565,25,Spiralia,ENSP00000322804
NOG03588,25,Spiralia,ENSP00000340900
KOG4004,26,Cnidaria,ENSP00000414856
NOG04453,26,Cnidaria,ENSP00000457593
KOG3805,26,Cnidaria,ENSP00000363149
KOG3591,26,Cnidaria,ENSP00000433560
KOG1834,26,Cnidaria,ENSP00000266546
NOG04524,26,Cnidaria,ENSP00000264094
NOG04524,26,Cnidaria,ENSP00000373783
KOG4447,26,Cnidaria,ENSP00000242261
NOG238675,26,Cnidaria,ENSP00000324292
KOG4566,26,Cnidaria,ENSP00000329418
NOG246478,26,Cnidaria,ENSP00000344967
NOG257656,26,Cnidaria,ENSP00000371798
NOG09140,26,Cnidaria,ENSP00000340494
COG3040,26,Cnidaria,ENSP00000345179
KOG3587,27,Placozoa,ENSP00000215909
KOG3587,27,Placozoa,ENSP00000254301
KOG3587,27,Placozoa,ENSP00000378856
KOG3555,27,Placozoa,ENSP00000378401
NOG05235,28,Porifera,ENSP00000367797
KOG4796,28,Porifera,ENSP00000323264
KOG2462,28,Porifera,ENSP00000244050
KOG2462,28,Porifera,ENSP00000380034
KOG1892,28,Porifera,ENSP00000375960
KOG3580,28,Porifera,ENSP00000281537
KOG1052,28,Porifera,ENSP00000282020
NOG04602,28,Porifera,ENSP00000296350
KOG3560,28,Porifera,ENSP00000242057
KOG3516,28,Porifera,ENSP00000264638
KOG3516,28,Porifera,ENSP00000354778
KOG3512,28,Porifera,ENSP00000359085
KOG3690,28,Porifera,ENSP00000389326
NOG06300,28,Porifera,ENSP00000313169
NOG239279,28,Porifera,ENSP00000367398
KOG4745,28,Porifera,ENSP00000218388
KOG4745,28,Porifera,ENSP00000262768
KOG4745,28,Porifera,ENSP00000266085
KOG4745,28,Porifera,ENSP00000287814
KOG3676,28,Porifera,ENSP00000406191
NOG236267,28,Porifera,ENSP00000264731
COG4826,28,Porifera,ENSP00000223095
COG4826,28,Porifera,ENSP00000254722
COG4826,28,Porifera,ENSP00000355627
COG4826,28,Porifera,ENSP00000372221
KOG1731,28,Porifera,ENSP00000356574
KOG3535,29,Ctenophora,ENSP00000313391
KOG3821,29,Ctenophora,ENSP00000366267
KOG3821,29,Ctenophora,ENSP00000377836
KOG3577,29,Ctenophora,ENSP00000220772
KOG3577,29,Ctenophora,ENSP00000274063
KOG3577,29,Ctenophora,ENSP00000286201
KOG3577,29,Ctenophora,ENSP00000434034
KOG1215,29,Ctenophora,ENSP00000243077
KOG3727,29,Ctenophora,ENSP00000279227
KOG3727,29,Ctenophora,ENSP00000342858
KOG3513,29,Ctenophora,ENSP00000359077
KOG3806,29,Ctenophora,ENSP00000376436
KOG4304,29,Ctenophora,ENSP00000242728
KOG2070,29,Ctenophora,ENSP00000364893
KOG3573,29,Ctenophora,ENSP00000311032
KOG3573,29,Ctenophora,ENSP00000351273
KOG3573,29,Ctenophora,ENSP00000376849
KOG4087,29,Ctenophora,ENSP00000383364
KOG1280,29,Ctenophora,ENSP00000386738
KOG3248,29,Ctenophora,ENSP00000265165
KOG3248,29,Ctenophora,ENSP00000358404
KOG4221,29,Ctenophora,ENSP00000389140
KOG0489,29,Ctenophora,ENSP00000242159
KOG0489,29,Ctenophora,ENSP00000346879
KOG0489,29,Ctenophora,ENSP00000386498
KOG3900,29,Ctenophora,ENSP00000221930
KOG3900,29,Ctenophora,ENSP00000238682
KOG3900,29,Ctenophora,ENSP00000245451
KOG3900,29,Ctenophora,ENSP00000283147
KOG3900,29,Ctenophora,ENSP00000287139
KOG3900,29,Ctenophora,ENSP00000355896
KOG3900,29,Ctenophora,ENSP00000368104
KOG3900,29,Ctenophora,ENSP00000379204
KOG3900,29,Ctenophora,ENSP00000463051
KOG4005,29,Ctenophora,ENSP00000216037
KOG3701,29,Ctenophora,ENSP00000262158
KOG3701,29,Ctenophora,ENSP00000332973
KOG3701,29,Ctenophora,ENSP00000341551
KOG0639,29,Ctenophora,ENSP00000221561
NOG258312,29,Ctenophora,ENSP00000260356
NOG258312,29,Ctenophora,ENSP00000339730
KOG3953,29,Ctenophora,ENSP00000457206
KOG3575,29,Ctenophora,ENSP00000254066
KOG3575,29,Ctenophora,ENSP00000287820
KOG3575,29,Ctenophora,ENSP00000379904
KOG3575,29,Ctenophora,ENSP00000385523
KOG3575,29,Ctenophora,ENSP00000405330
KOG4466,29,Ctenophora,ENSP00000396052
KOG3913,29,Ctenophora,ENSP00000284523
KOG3913,29,Ctenophora,ENSP00000285018
KOG3913,29,Ctenophora,ENSP00000293549
KOG0083,29,Ctenophora,ENSP00000376390
KOG4179,29,Ctenophora,ENSP00000252599
NOG01278,29,Ctenophora,ENSP00000368759
KOG3989,29,Ctenophora,ENSP00000229583
NOG246585,29,Ctenophora,ENSP00000298552
KOG1777,29,Ctenophora,ENSP00000384823
KOG4024,29,Ctenophora,ENSP00000225698
NOG235096,29,Ctenophora,ENSP00000452796
KOG3530,30,Choanoflagellata,ENSP00000343158
KOG1006,30,Choanoflagellata,ENSP00000410402
KOG3611,30,Choanoflagellata,ENSP00000002829
KOG3611,30,Choanoflagellata,ENSP00000416523
KOG3971,30,Choanoflagellata,ENSP00000361663
KOG3971,30,Choanoflagellata,ENSP00000368278
KOG1785,30,Choanoflagellata,ENSP00000264033
KOG1785,30,Choanoflagellata,ENSP00000264122
KOG0577,30,Choanoflagellata,ENSP00000310094
KOG3882,30,Choanoflagellata,ENSP00000227155
KOG3882,30,Choanoflagellata,ENSP00000263645
KOG3882,30,Choanoflagellata,ENSP00000371958
KOG3882,30,Choanoflagellata,ENSP00000447730
KOG0709,30,Choanoflagellata,ENSP00000481956
KOG2200,30,Choanoflagellata,ENSP00000276297
KOG3538,30,Choanoflagellata,ENSP00000282849
KOG3538,30,Choanoflagellata,ENSP00000422554
KOG1226,30,Choanoflagellata,ENSP00000200181
KOG1226,30,Choanoflagellata,ENSP00000222573
KOG1226,30,Choanoflagellata,ENSP00000267082
KOG1226,30,Choanoflagellata,ENSP00000283249
KOG1226,30,Choanoflagellata,ENSP00000296181
KOG1226,30,Choanoflagellata,ENSP00000379350
KOG1226,30,Choanoflagellata,ENSP00000380948
KOG1226,30,Choanoflagellata,ENSP00000452786
KOG3510,30,Choanoflagellata,ENSP00000352138
KOG0994,30,Choanoflagellata,ENSP00000222399
KOG3614,30,Choanoflagellata,ENSP00000437849
KOG3610,30,Choanoflagellata,ENSP00000442736
KOG0200,30,Choanoflagellata,ENSP00000263923
KOG0200,30,Choanoflagellata,ENSP00000286301
KOG0200,30,Choanoflagellata,ENSP00000292408
KOG0200,30,Choanoflagellata,ENSP00000369375
KOG1883,30,Choanoflagellata,ENSP00000357047
KOG3524,30,Choanoflagellata,ENSP00000376457
KOG3658,30,Choanoflagellata,ENSP00000309968
KOG3656,30,Choanoflagellata,ENSP00000292513
KOG3656,30,Choanoflagellata,ENSP00000302846
KOG3656,30,Choanoflagellata,ENSP00000349003
KOG3656,30,Choanoflagellata,ENSP00000359532
KOG3656,30,Choanoflagellata,ENSP00000359663
KOG0579,30,Choanoflagellata,ENSP00000358770
KOG3637,30,Choanoflagellata,ENSP00000007722
KOG3637,30,Choanoflagellata,ENSP00000261023
KOG3637,30,Choanoflagellata,ENSP00000262407
KOG3637,30,Choanoflagellata,ENSP00000282588
KOG3637,30,Choanoflagellata,ENSP00000293379
KOG3637,30,Choanoflagellata,ENSP00000296585
KOG3637,30,Choanoflagellata,ENSP00000327290
KOG3637,30,Choanoflagellata,ENSP00000349252
KOG3637,30,Choanoflagellata,ENSP00000358310
KOG3637,30,Choanoflagellata,ENSP00000367316
KOG3637,30,Choanoflagellata,ENSP00000373854
KOG3637,30,Choanoflagellata,ENSP00000380227
KOG3637,30,Choanoflagellata,ENSP00000386896
KOG3637,30,Choanoflagellata,ENSP00000441691
KOG3637,30,Choanoflagellata,ENSP00000454623
KOG3528,30,Choanoflagellata,ENSP00000361467
KOG3528,30,Choanoflagellata,ENSP00000363317
KOG4193,30,Choanoflagellata,ENSP00000455215
KOG3982,30,Choanoflagellata,ENSP00000382800
KOG2996,30,Choanoflagellata,ENSP00000472929
KOG3529,30,Choanoflagellata,ENSP00000344666
KOG3529,30,Choanoflagellata,ENSP00000353408
KOG3529,30,Choanoflagellata,ENSP00000356042
KOG3529,30,Choanoflagellata,ENSP00000392105
KOG3681,30,Choanoflagellata,ENSP00000211998
KOG3649,30,Choanoflagellata,ENSP00000166139
KOG3649,30,Choanoflagellata,ENSP00000367202
KOG1094,30,Choanoflagellata,ENSP00000427552
KOG3631,30,Choanoflagellata,ENSP00000334008
KOG3599,30,Choanoflagellata,ENSP00000262304
KOG0587,30,Choanoflagellata,ENSP00000347427
KOG3735,30,Choanoflagellata,ENSP00000308753
KOG0033,30,Choanoflagellata,ENSP00000367408
KOG4257,30,Choanoflagellata,ENSP00000341189
KOG4257,30,Choanoflagellata,ENSP00000380638
KOG1565,30,Choanoflagellata,ENSP00000226218
KOG1565,30,Choanoflagellata,ENSP00000236826
KOG1565,30,Choanoflagellata,ENSP00000458585
KOG3667,30,Choanoflagellata,ENSP00000264657
KOG3667,30,Choanoflagellata,ENSP00000341208
KOG2546,30,Choanoflagellata,ENSP00000295851
KOG3776,30,Choanoflagellata,ENSP00000399421
KOG0403,30,Choanoflagellata,ENSP00000280154
KOG0696,30,Choanoflagellata,ENSP00000408695
KOG3620,30,Choanoflagellata,ENSP00000386787
KOG4297,30,Choanoflagellata,ENSP00000228434
KOG4297,30,Choanoflagellata,ENSP00000236147
KOG4297,30,Choanoflagellata,ENSP00000263686
KOG4297,30,Choanoflagellata,ENSP00000315477
KOG4297,30,Choanoflagellata,ENSP00000331736
KOG4297,30,Choanoflagellata,ENSP00000356016
KOG4297,30,Choanoflagellata,ENSP00000483624
KOG3594,30,Choanoflagellata,ENSP00000257189
KOG3594,30,Choanoflagellata,ENSP00000261590
KOG3594,30,Choanoflagellata,ENSP00000261769
KOG3594,30,Choanoflagellata,ENSP00000268603
KOG3594,30,Choanoflagellata,ENSP00000268613
KOG3594,30,Choanoflagellata,ENSP00000344115
KOG3594,30,Choanoflagellata,ENSP00000424565
KOG2320,30,Choanoflagellata,ENSP00000255006
KOG2931,30,Choanoflagellata,ENSP00000404854
KOG2931,30,Choanoflagellata,ENSP00000451712
KOG4792,30,Choanoflagellata,ENSP00000300574
KOG4792,30,Choanoflagellata,ENSP00000346300
KOG1048,30,Choanoflagellata,ENSP00000070846
KOG1048,30,Choanoflagellata,ENSP00000263946
KOG1048,30,Choanoflagellata,ENSP00000331678
KOG1048,30,Choanoflagellata,ENSP00000382004
KOG3654,30,Choanoflagellata,ENSP00000416797
KOG4295,30,Choanoflagellata,ENSP00000222543
KOG4295,30,Choanoflagellata,ENSP00000284981
KOG4295,30,Choanoflagellata,ENSP00000301244
KOG4107,30,Choanoflagellata,ENSP00000357288
COG5640,30,Choanoflagellata,ENSP00000216336
COG5640,30,Choanoflagellata,ENSP00000222390
COG5640,30,Choanoflagellata,ENSP00000233997
COG5640,30,Choanoflagellata,ENSP00000234347
COG5640,30,Choanoflagellata,ENSP00000250378
COG5640,30,Choanoflagellata,ENSP00000262626
COG5640,30,Choanoflagellata,ENSP00000308938
COG5640,30,Choanoflagellata,ENSP00000352639
COG5640,30,Choanoflagellata,ENSP00000361850
KOG3697,30,Choanoflagellata,ENSP00000401303
KOG1218,30,Choanoflagellata,ENSP00000274473
KOG4226,30,Choanoflagellata,ENSP00000233154
KOG4226,30,Choanoflagellata,ENSP00000417273
KOG1917,30,Choanoflagellata,ENSP00000293373
KOG3534,30,Choanoflagellata,ENSP00000444645
KOG0799,30,Choanoflagellata,ENSP00000368917
KOG0799,30,Choanoflagellata,ENSP00000415454
KOG2649,30,Choanoflagellata,ENSP00000223357
NOG05397,30,Choanoflagellata,ENSP00000363482
KOG0685,30,Choanoflagellata,ENSP00000383042
KOG2956,30,Choanoflagellata,ENSP00000263710
KOG2956,30,Choanoflagellata,ENSP00000417518
KOG2935,30,Choanoflagellata,ENSP00000478320
KOG0527,31,Fungi,ENSP00000322568
KOG3983,31,Fungi,ENSP00000265070
KOG2710,31,Fungi,ENSP00000338967
KOG0849,31,Fungi,ENSP00000260130
KOG0849,31,Fungi,ENSP00000350844
KOG3607,31,Fungi,ENSP00000257527
KOG3607,31,Fungi,ENSP00000349436
KOG3607,31,Fungi,ENSP00000419446
KOG3607,31,Fungi,ENSP00000453302
KOG4091,31,Fungi,ENSP00000251808
COG2335,31,Fungi,ENSP00000369071
COG0737,31,Fungi,ENSP00000257770
COG2268,31,Fungi,ENSP00000365569
COG2268,31,Fungi,ENSP00000378368
KOG3565,32,Amoebozoa,ENSP00000459615
KOG3565,32,Amoebozoa,ENSP00000477776
KOG3565,32,Amoebozoa,ENSP00000478290
KOG3589,32,Amoebozoa,ENSP00000302625
KOG3508,32,Amoebozoa,ENSP00000259371
KOG3508,32,Amoebozoa,ENSP00000274376
KOG3508,32,Amoebozoa,ENSP00000341905
KOG3508,32,Amoebozoa,ENSP00000356621
KOG1704,32,Amoebozoa,ENSP00000316891
KOG1704,32,Amoebozoa,ENSP00000446121
KOG3771,32,Amoebozoa,ENSP00000316779
KOG0490,32,Amoebozoa,ENSP00000315417
KOG0490,32,Amoebozoa,ENSP00000340226
KOG3417,32,Amoebozoa,ENSP00000361263
KOG4269,32,Amoebozoa,ENSP00000303507
KOG3519,32,Amoebozoa,ENSP00000286827
COG5199,32,Amoebozoa,ENSP00000359225
KOG3780,32,Amoebozoa,ENSP00000462521
KOG3629,32,Amoebozoa,ENSP00000264431
KOG0694,32,Amoebozoa,ENSP00000329127
KOG0694,32,Amoebozoa,ENSP00000359552
COG1985,32,Amoebozoa,ENSP00000394496
COG1985,32,Amoebozoa,ENSP00000454783
KOG2398,33,Viridiplantae,ENSP00000473001
KOG1642,33,Viridiplantae,ENSP00000426455
KOG2408,33,Viridiplantae,ENSP00000252804
KOG1983,33,Viridiplantae,ENSP00000324302
COG1881,33,Viridiplantae,ENSP00000261313
KOG2037,33,Viridiplantae,ENSP00000359504
KOG0819,33,Viridiplantae,ENSP00000346032
KOG0819,33,Viridiplantae,ENSP00000366109
KOG3186,33,Viridiplantae,ENSP00000235310
KOG2217,33,Viridiplantae,ENSP00000310448
NOG01633,33,Viridiplantae,ENSP00000458832
KOG2329,33,Viridiplantae,ENSP00000342609
COG1215,33,Viridiplantae,ENSP00000306991
COG2272,34,Discoba,ENSP00000370485
COG2272,34,Discoba,ENSP00000392500
KOG1997,34,Discoba,ENSP00000276440
KOG1997,34,Discoba,ENSP00000280333
KOG1997,34,Discoba,ENSP00000394888
KOG0082,34,Discoba,ENSP00000312999
KOG0318,34,Discoba,ENSP00000427687
COG0010,34,Discoba,ENSP00000349446
KOG2812,34,Discoba,ENSP00000360464
KOG4562,34,Discoba,ENSP00000364847
KOG3544,34,Discoba,ENSP00000225964
KOG3544,34,Discoba,ENSP00000297268
KOG3544,34,Discoba,ENSP00000304408
KOG3544,34,Discoba,ENSP00000340937
KOG3544,34,Discoba,ENSP00000360882
KOG3544,34,Discoba,ENSP00000362776
KOG3544,34,Discoba,ENSP00000363840
KOG3544,34,Discoba,ENSP00000364000
KOG3544,34,Discoba,ENSP00000369889
KOG3544,34,Discoba,ENSP00000381949
KOG0443,34,Discoba,ENSP00000362924
KOG0674,34,Discoba,ENSP00000320866
KOG2619,34,Discoba,ENSP00000302599
KOG2619,34,Discoba,ENSP00000305603
KOG2619,34,Discoba,ENSP00000318142
KOG2619,34,Discoba,ENSP00000351602
KOG4779,34,Discoba,ENSP00000256433
KOG1755,35,Rhodophyta,ENSP00000225655
COG5641,35,Rhodophyta,ENSP00000368632
KOG2006,35,Rhodophyta,ENSP00000416696
